,TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Product Name,StoreName
1098,TR24885,22,26/12/2022,P3,7500,6,45000,4,Crackers,Gita Ginara
1099,TR22191,273,27/12/2022,P3,7500,2,15000,4,Crackers,Gita Ginara
1100,TR54454,230,28/12/2022,P3,7500,4,30000,4,Crackers,Gita Ginara
1101,TR38129,253,31/12/2022,P3,7500,5,37500,4,Crackers,Gita Ginara
1102,TR41231,386,01/01/2022,P9,10000,1,10000,4,Yoghurt,Gita Ginara
1103,TR73041,222,01/01/2022,P9,10000,6,60000,4,Yoghurt,Gita Ginara
1104,TR51256,433,04/01/2022,P9,10000,1,10000,4,Yoghurt,Gita Ginara
1105,TR74832,57,25/01/2022,P9,10000,2,20000,4,Yoghurt,Gita Ginara
1106,TR64013,10,30/01/2022,P9,10000,4,40000,4,Yoghurt,Gita Ginara
1107,TR55364,319,07/04/2022,P9,10000,4,40000,4,Yoghurt,Gita Ginara
1108,TR9732,306,12/04/2022,P9,10000,3,30000,4,Yoghurt,Gita Ginara
1109,TR59105,247,28/04/2022,P9,10000,6,60000,4,Yoghurt,Gita Ginara
1110,TR95623,364,28/04/2022,P9,10000,6,60000,4,Yoghurt,Gita Ginara
1111,TR16411,116,02/05/2022,P9,10000,5,50000,4,Yoghurt,Gita Ginara
1112,TR10617,221,08/05/2022,P9,10000,3,30000,4,Yoghurt,Gita Ginara
1113,TR14139,423,21/05/2022,P9,10000,3,30000,4,Yoghurt,Gita Ginara
1114,TR29914,132,21/05/2022,P9,10000,1,10000,4,Yoghurt,Gita Ginara
1115,TR38698,428,03/06/2022,P9,10000,5,50000,4,Yoghurt,Gita Ginara
1116,TR34331,13,18/06/2022,P9,10000,3,30000,4,Yoghurt,Gita Ginara
1117,TR28184,117,19/06/2022,P9,10000,4,40000,4,Yoghurt,Gita Ginara
1118,TR68225,423,28/06/2022,P9,10000,5,50000,4,Yoghurt,Gita Ginara
1119,TR19919,143,11/07/2022,P9,10000,6,60000,4,Yoghurt,Gita Ginara
1120,TR53646,134,30/07/2022,P9,10000,1,10000,4,Yoghurt,Gita Ginara
1121,TR26389,8,18/08/2022,P9,10000,7,70000,4,Yoghurt,Gita Ginara
1122,TR75819,397,27/08/2022,P9,10000,1,10000,4,Yoghurt,Gita Ginara
1123,TR36938,330,03/09/2022,P9,10000,5,50000,4,Yoghurt,Gita Ginara
1124,TR35733,211,14/09/2022,P9,10000,7,70000,4,Yoghurt,Gita Ginara
1125,TR62540,324,17/09/2022,P9,10000,2,20000,4,Yoghurt,Gita Ginara
1126,TR90125,273,01/10/2022,P9,10000,7,70000,4,Yoghurt,Gita Ginara
1127,TR45061,152,17/10/2022,P9,10000,2,20000,4,Yoghurt,Gita Ginara
1128,TR29217,236,18/10/2022,P9,10000,2,20000,4,Yoghurt,Gita Ginara
1129,TR22500,351,08/11/2022,P9,10000,3,30000,4,Yoghurt,Gita Ginara
1130,TR45233,95,18/11/2022,P9,10000,7,70000,4,Yoghurt,Gita Ginara
1131,TR37660,142,29/11/2022,P9,10000,3,30000,4,Yoghurt,Gita Ginara
1132,TR86080,187,09/12/2022,P9,10000,3,30000,4,Yoghurt,Gita Ginara
1133,TR1984,183,01/01/2022,P1,8800,4,35200,4,Choco Bar,Gita Ginara
1134,TR35256,160,01/01/2022,P1,8800,7,61600,4,Choco Bar,Gita Ginara
1135,TR76028,301,12/01/2022,P1,8800,8,70400,4,Choco Bar,Gita Ginara
1136,TR33225,286,13/01/2022,P1,8800,3,26400,4,Choco Bar,Gita Ginara
1137,TR54480,417,05/02/2022,P1,8800,8,70400,4,Choco Bar,Gita Ginara
1138,TR40083,288,23/02/2022,P1,8800,9,79200,4,Choco Bar,Gita Ginara
1139,TR7991,229,02/03/2022,P1,8800,5,44000,4,Choco Bar,Gita Ginara
1140,TR16537,219,25/03/2022,P1,8800,6,52800,4,Choco Bar,Gita Ginara
1141,TR11801,186,06/04/2022,P1,8800,2,17600,4,Choco Bar,Gita Ginara
1142,TR97409,241,07/04/2022,P1,8800,2,17600,4,Choco Bar,Gita Ginara
1143,TR15847,253,12/04/2022,P1,8800,6,52800,4,Choco Bar,Gita Ginara
1144,TR84914,386,22/04/2022,P1,8800,7,61600,4,Choco Bar,Gita Ginara
1145,TR48773,445,03/05/2022,P1,8800,3,26400,4,Choco Bar,Gita Ginara
1146,TR25148,339,08/05/2022,P1,8800,8,70400,4,Choco Bar,Gita Ginara
1147,TR86850,403,17/05/2022,P1,8800,8,70400,4,Choco Bar,Gita Ginara
1148,TR51988,46,28/05/2022,P1,8800,5,44000,4,Choco Bar,Gita Ginara
1149,TR77373,191,26/06/2022,P1,8800,6,52800,4,Choco Bar,Gita Ginara
1150,TR57847,363,05/07/2022,P1,8800,10,88000,4,Choco Bar,Gita Ginara
1151,TR34374,155,15/07/2022,P1,8800,5,44000,4,Choco Bar,Gita Ginara
1152,TR63511,395,01/08/2022,P1,8800,4,35200,4,Choco Bar,Gita Ginara
1153,TR88766,37,19/08/2022,P1,8800,8,70400,4,Choco Bar,Gita Ginara
1154,TR97950,330,27/08/2022,P1,8800,8,70400,4,Choco Bar,Gita Ginara
1155,TR61002,222,09/09/2022,P1,8800,5,44000,4,Choco Bar,Gita Ginara
1156,TR32298,150,24/09/2022,P1,8800,8,70400,4,Choco Bar,Gita Ginara
1157,TR78082,115,22/10/2022,P1,8800,5,44000,4,Choco Bar,Gita Ginara
1158,TR66818,304,12/11/2022,P1,8800,4,35200,4,Choco Bar,Gita Ginara
1159,TR93759,34,02/01/2022,P10,15000,2,30000,4,Cheese Stick,Gita Ginara
1160,TR77811,329,10/01/2022,P10,15000,2,30000,4,Cheese Stick,Gita Ginara
1161,TR28928,110,17/01/2022,P10,15000,5,75000,4,Cheese Stick,Gita Ginara
1162,TR4462,152,31/01/2022,P10,15000,5,75000,4,Cheese Stick,Gita Ginara
1163,TR72115,97,10/02/2022,P10,15000,4,60000,4,Cheese Stick,Gita Ginara
1164,TR80197,291,19/02/2022,P10,15000,1,15000,4,Cheese Stick,Gita Ginara
1165,TR5904,57,26/02/2022,P10,15000,5,75000,4,Cheese Stick,Gita Ginara
1166,TR55578,58,09/03/2022,P10,15000,5,75000,4,Cheese Stick,Gita Ginara
1167,TR26921,381,15/03/2022,P10,15000,4,60000,4,Cheese Stick,Gita Ginara
1168,TR54270,392,04/04/2022,P10,15000,5,75000,4,Cheese Stick,Gita Ginara
1169,TR38830,74,15/04/2022,P10,15000,3,45000,4,Cheese Stick,Gita Ginara
1170,TR8256,29,20/04/2022,P10,15000,4,60000,4,Cheese Stick,Gita Ginara
1171,TR11542,374,29/04/2022,P10,15000,4,60000,4,Cheese Stick,Gita Ginara
1172,TR29792,282,01/05/2022,P10,15000,1,15000,4,Cheese Stick,Gita Ginara
1173,TR76051,138,03/06/2022,P10,15000,3,45000,4,Cheese Stick,Gita Ginara
1174,TR69868,343,09/06/2022,P10,15000,1,15000,4,Cheese Stick,Gita Ginara
1175,TR96435,336,21/06/2022,P10,15000,1,15000,4,Cheese Stick,Gita Ginara
1176,TR26517,133,07/07/2022,P10,15000,4,60000,4,Cheese Stick,Gita Ginara
1177,TR12333,411,12/07/2022,P10,15000,5,75000,4,Cheese Stick,Gita Ginara
1178,TR37718,310,14/07/2022,P10,15000,2,30000,4,Cheese Stick,Gita Ginara
1179,TR49164,181,17/07/2022,P10,15000,2,30000,4,Cheese Stick,Gita Ginara
1180,TR67165,112,25/07/2022,P10,15000,3,45000,4,Cheese Stick,Gita Ginara
1181,TR49786,193,26/07/2022,P10,15000,2,30000,4,Cheese Stick,Gita Ginara
1182,TR96662,243,04/08/2022,P10,15000,1,15000,4,Cheese Stick,Gita Ginara
1183,TR50797,358,21/08/2022,P10,15000,3,45000,4,Cheese Stick,Gita Ginara
1184,TR90332,250,23/09/2022,P10,15000,2,30000,4,Cheese Stick,Gita Ginara
1185,TR9215,336,14/10/2022,P10,15000,5,75000,4,Cheese Stick,Gita Ginara
1186,TR64308,173,16/10/2022,P10,15000,4,60000,4,Cheese Stick,Gita Ginara
1187,TR51168,132,19/10/2022,P10,15000,5,75000,4,Cheese Stick,Gita Ginara
1188,TR59111,426,20/10/2022,P10,15000,2,30000,4,Cheese Stick,Gita Ginara
1189,TR8482,438,31/10/2022,P10,15000,2,30000,4,Cheese Stick,Gita Ginara
1190,TR69937,366,19/11/2022,P10,15000,5,75000,4,Cheese Stick,Gita Ginara
1191,TR11869,245,21/11/2022,P10,15000,5,75000,4,Cheese Stick,Gita Ginara
1192,TR65027,54,24/11/2022,P10,15000,4,60000,4,Cheese Stick,Gita Ginara
1193,TR37931,434,29/11/2022,P10,15000,3,45000,4,Cheese Stick,Gita Ginara
1194,TR43351,288,12/12/2022,P10,15000,3,45000,4,Cheese Stick,Gita Ginara
1195,TR70621,225,23/12/2022,P10,15000,2,30000,4,Cheese Stick,Gita Ginara
1196,TR51353,178,27/12/2022,P10,15000,4,60000,4,Cheese Stick,Gita Ginara
1197,TR98969,355,04/01/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1198,TR24114,182,05/01/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1199,TR70157,415,08/01/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1200,TR88920,447,16/01/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1201,TR89703,81,18/01/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1202,TR21020,10,26/01/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1203,TR4769,176,27/01/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1204,TR53294,127,27/01/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1205,TR66991,312,27/01/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1206,TR83719,184,10/02/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1207,TR68401,153,19/02/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1208,TR96075,63,06/03/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1209,TR52759,140,09/03/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1210,TR81037,118,11/03/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1211,TR49797,27,14/03/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1212,TR44584,238,26/03/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1213,TR71562,413,09/04/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1214,TR31257,156,27/04/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1215,TR10008,235,21/05/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1216,TR33009,267,21/05/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1217,TR56139,202,06/06/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1218,TR63781,239,08/06/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1219,TR3953,212,15/06/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1220,TR84686,23,15/06/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1221,TR82328,3,19/06/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1222,TR39070,350,23/06/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1223,TR69229,46,05/07/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1224,TR86305,282,12/07/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1225,TR36311,357,11/08/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1226,TR97351,254,30/08/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1227,TR94244,14,11/09/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1228,TR45916,382,12/09/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1229,TR8584,293,14/09/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1230,TR29785,348,27/09/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1231,TR86629,135,07/10/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1232,TR63652,54,17/10/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1233,TR76254,103,23/10/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1234,TR98086,27,28/10/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1235,TR88444,20,31/10/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1236,TR88367,261,19/11/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1237,TR91763,429,26/11/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1238,TR59372,42,29/11/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1239,TR68697,156,30/11/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1240,TR61423,430,01/12/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1241,TR56448,89,02/12/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1242,TR15354,277,10/12/2022,P8,16000,3,48000,4,Oat,Gita Ginara
1243,TR52740,374,17/12/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1244,TR60822,13,23/12/2022,P8,16000,1,16000,4,Oat,Gita Ginara
1245,TR31850,160,25/12/2022,P8,16000,2,32000,4,Oat,Gita Ginara
1246,TR74469,340,06/01/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1247,TR32340,121,15/01/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1248,TR65307,443,15/01/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1249,TR55903,214,28/01/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1250,TR77509,444,31/01/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1251,TR74879,28,05/02/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1252,TR39096,186,27/02/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1253,TR81599,433,28/02/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara
1254,TR63325,325,02/03/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1255,TR61867,165,03/03/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1256,TR81252,352,07/03/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara
1257,TR17932,388,10/03/2022,P5,4200,2,8400,4,Thai Tea,Gita Ginara
1258,TR70168,118,10/03/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara
1259,TR85967,303,24/03/2022,P5,4200,2,8400,4,Thai Tea,Gita Ginara
1260,TR92519,405,19/04/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1261,TR14816,425,28/04/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1262,TR98209,118,01/05/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara
1263,TR19309,280,10/05/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1264,TR99327,245,19/05/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1265,TR25635,307,29/05/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1266,TR47964,273,06/06/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1267,TR99203,286,16/06/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1268,TR35748,429,25/06/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara
1269,TR63810,44,30/06/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1270,TR65593,395,08/07/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara
1271,TR58251,279,10/07/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara
1272,TR53450,251,16/07/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara
1273,TR65220,75,24/07/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1274,TR55462,100,28/07/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1275,TR82887,272,05/08/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1276,TR2029,135,21/08/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1277,TR51709,40,21/08/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1278,TR74573,109,25/08/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1279,TR53207,338,27/08/2022,P5,4200,2,8400,4,Thai Tea,Gita Ginara
1280,TR23947,34,28/08/2022,P5,4200,2,8400,4,Thai Tea,Gita Ginara
1281,TR34848,428,28/08/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara
1282,TR77543,55,01/09/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1283,TR10750,377,03/09/2022,P5,4200,2,8400,4,Thai Tea,Gita Ginara
1284,TR2688,415,10/09/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara
1285,TR76746,14,15/09/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1286,TR4124,426,23/09/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1287,TR75274,278,01/10/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara
1288,TR61864,189,05/10/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1289,TR8161,28,07/10/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1290,TR82394,24,13/10/2022,P5,4200,2,8400,4,Thai Tea,Gita Ginara
1291,TR50950,154,20/10/2022,P5,4200,2,8400,4,Thai Tea,Gita Ginara
1292,TR84226,48,21/10/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1293,TR81045,269,26/10/2022,P5,4200,2,8400,4,Thai Tea,Gita Ginara
1294,TR15484,252,27/10/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1295,TR2373,392,29/10/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara
1296,TR13981,443,06/11/2022,P5,4200,2,8400,4,Thai Tea,Gita Ginara
1297,TR83203,92,08/11/2022,P5,4200,3,12600,4,Thai Tea,Gita Ginara
1298,TR38834,247,14/11/2022,P5,4200,2,8400,4,Thai Tea,Gita Ginara
1299,TR67587,375,19/11/2022,P5,4200,2,8400,4,Thai Tea,Gita Ginara
1300,TR34975,151,22/11/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara
1301,TR88584,309,19/12/2022,P5,4200,4,16800,4,Thai Tea,Gita Ginara
1302,TR14344,300,15/01/2022,P7,9400,2,18800,4,Coffee Candy,Gita Ginara
1303,TR26433,209,21/01/2022,P7,9400,3,28200,4,Coffee Candy,Gita Ginara
1304,TR47250,205,27/01/2022,P7,9400,6,56400,4,Coffee Candy,Gita Ginara
1305,TR21924,214,06/02/2022,P7,9400,5,47000,4,Coffee Candy,Gita Ginara
1306,TR88691,239,16/02/2022,P7,9400,3,28200,4,Coffee Candy,Gita Ginara
1307,TR68337,202,20/02/2022,P7,9400,6,56400,4,Coffee Candy,Gita Ginara
1308,TR5720,108,26/02/2022,P7,9400,5,47000,4,Coffee Candy,Gita Ginara
1309,TR53931,31,04/03/2022,P7,9400,2,18800,4,Coffee Candy,Gita Ginara
1310,TR55212,213,06/03/2022,P7,9400,3,28200,4,Coffee Candy,Gita Ginara
1311,TR52762,31,10/04/2022,P7,9400,2,18800,4,Coffee Candy,Gita Ginara
1312,TR6576,122,28/04/2022,P7,9400,2,18800,4,Coffee Candy,Gita Ginara
1313,TR6415,200,10/05/2022,P7,9400,2,18800,4,Coffee Candy,Gita Ginara
1314,TR58159,205,18/05/2022,P7,9400,5,47000,4,Coffee Candy,Gita Ginara
1315,TR36249,282,20/05/2022,P7,9400,3,28200,4,Coffee Candy,Gita Ginara
1316,TR62977,360,20/05/2022,P7,9400,2,18800,4,Coffee Candy,Gita Ginara
1317,TR89826,394,25/05/2022,P7,9400,2,18800,4,Coffee Candy,Gita Ginara
1318,TR43002,131,15/07/2022,P7,9400,4,37600,4,Coffee Candy,Gita Ginara
1319,TR7340,272,21/07/2022,P7,9400,5,47000,4,Coffee Candy,Gita Ginara
1320,TR94045,35,24/07/2022,P7,9400,4,37600,4,Coffee Candy,Gita Ginara
1321,TR53122,154,31/07/2022,P7,9400,5,47000,4,Coffee Candy,Gita Ginara
1322,TR94616,320,18/08/2022,P7,9400,2,18800,4,Coffee Candy,Gita Ginara
1323,TR9402,161,29/08/2022,P7,9400,2,18800,4,Coffee Candy,Gita Ginara
1324,TR49953,215,03/09/2022,P7,9400,4,37600,4,Coffee Candy,Gita Ginara
1325,TR11531,308,09/09/2022,P7,9400,2,18800,4,Coffee Candy,Gita Ginara
1326,TR64458,35,10/09/2022,P7,9400,5,47000,4,Coffee Candy,Gita Ginara
1327,TR57613,314,17/09/2022,P7,9400,2,18800,4,Coffee Candy,Gita Ginara
1328,TR71129,223,05/11/2022,P7,9400,4,37600,4,Coffee Candy,Gita Ginara
1329,TR7107,323,12/11/2022,P7,9400,3,28200,4,Coffee Candy,Gita Ginara
1330,TR78412,357,05/12/2022,P7,9400,5,47000,4,Coffee Candy,Gita Ginara
1331,TR56579,12,09/12/2022,P7,9400,4,37600,4,Coffee Candy,Gita Ginara
1332,TR59345,192,19/12/2022,P7,9400,2,18800,4,Coffee Candy,Gita Ginara
1333,TR69292,101,26/01/2022,P4,12000,2,24000,4,Potato Chip,Gita Ginara
1334,TR33187,300,10/02/2022,P4,12000,1,12000,4,Potato Chip,Gita Ginara
1335,TR50795,98,18/03/2022,P4,12000,5,60000,4,Potato Chip,Gita Ginara
1336,TR49448,60,26/05/2022,P4,12000,3,36000,4,Potato Chip,Gita Ginara
1337,TR56344,66,02/06/2022,P4,12000,2,24000,4,Potato Chip,Gita Ginara
1338,TR23573,64,13/07/2022,P4,12000,3,36000,4,Potato Chip,Gita Ginara
1339,TR51183,409,19/07/2022,P4,12000,1,12000,4,Potato Chip,Gita Ginara
1340,TR35393,146,27/07/2022,P4,12000,3,36000,4,Potato Chip,Gita Ginara
1341,TR69555,221,01/08/2022,P4,12000,3,36000,4,Potato Chip,Gita Ginara
1342,TR17484,70,09/08/2022,P4,12000,1,12000,4,Potato Chip,Gita Ginara
1343,TR11946,96,18/08/2022,P4,12000,1,12000,4,Potato Chip,Gita Ginara
1344,TR23375,318,22/09/2022,P4,12000,1,12000,4,Potato Chip,Gita Ginara
1345,TR4632,2,26/09/2022,P4,12000,5,60000,4,Potato Chip,Gita Ginara
1346,TR21587,425,17/10/2022,P4,12000,1,12000,4,Potato Chip,Gita Ginara
1347,TR55940,70,28/10/2022,P4,12000,3,36000,4,Potato Chip,Gita Ginara
1348,TR28710,89,09/11/2022,P4,12000,5,60000,4,Potato Chip,Gita Ginara
1349,TR44858,147,20/11/2022,P4,12000,1,12000,4,Potato Chip,Gita Ginara
1350,TR76084,19,23/11/2022,P4,12000,4,48000,4,Potato Chip,Gita Ginara
1351,TR40750,271,30/11/2022,P4,12000,3,36000,4,Potato Chip,Gita Ginara
1352,TR14963,374,16/12/2022,P4,12000,5,60000,4,Potato Chip,Gita Ginara
1353,TR2821,138,18/12/2022,P4,12000,5,60000,4,Potato Chip,Gita Ginara
1354,TR48138,31,26/12/2022,P4,12000,3,36000,4,Potato Chip,Gita Ginara
1355,TR47732,329,11/01/2022,P2,3200,6,19200,4,Ginger Candy ,Gita Ginara
1356,TR69288,160,24/01/2022,P2,3200,3,9600,4,Ginger Candy ,Gita Ginara
1357,TR53992,96,25/01/2022,P2,3200,5,16000,4,Ginger Candy ,Gita Ginara
1358,TR96565,407,26/01/2022,P2,3200,3,9600,4,Ginger Candy ,Gita Ginara
1359,TR54309,70,02/02/2022,P2,3200,6,19200,4,Ginger Candy ,Gita Ginara
1360,TR80509,39,05/02/2022,P2,3200,5,16000,4,Ginger Candy ,Gita Ginara
1361,TR43653,108,08/02/2022,P2,3200,7,22400,4,Ginger Candy ,Gita Ginara
1362,TR41200,146,13/02/2022,P2,3200,5,16000,4,Ginger Candy ,Gita Ginara
1363,TR90976,58,21/02/2022,P2,3200,4,12800,4,Ginger Candy ,Gita Ginara
1364,TR99067,254,22/02/2022,P2,3200,5,16000,4,Ginger Candy ,Gita Ginara
1365,TR16793,174,26/02/2022,P2,3200,7,22400,4,Ginger Candy ,Gita Ginara
1366,TR33164,342,01/03/2022,P2,3200,4,12800,4,Ginger Candy ,Gita Ginara
1367,TR81667,249,03/03/2022,P2,3200,7,22400,4,Ginger Candy ,Gita Ginara
1368,TR97857,208,04/03/2022,P2,3200,5,16000,4,Ginger Candy ,Gita Ginara
1369,TR72611,232,12/03/2022,P2,3200,3,9600,4,Ginger Candy ,Gita Ginara
1370,TR47026,337,14/03/2022,P2,3200,6,19200,4,Ginger Candy ,Gita Ginara
1371,TR96762,110,11/04/2022,P2,3200,4,12800,4,Ginger Candy ,Gita Ginara
1372,TR16558,295,06/05/2022,P2,3200,7,22400,4,Ginger Candy ,Gita Ginara
1373,TR47079,61,15/05/2022,P2,3200,6,19200,4,Ginger Candy ,Gita Ginara
1374,TR8634,27,25/05/2022,P2,3200,6,19200,4,Ginger Candy ,Gita Ginara
1375,TR27370,364,06/06/2022,P2,3200,3,9600,4,Ginger Candy ,Gita Ginara
1376,TR35408,353,12/06/2022,P2,3200,4,12800,4,Ginger Candy ,Gita Ginara
1377,TR26036,179,18/07/2022,P2,3200,6,19200,4,Ginger Candy ,Gita Ginara
1378,TR5986,379,23/07/2022,P2,3200,4,12800,4,Ginger Candy ,Gita Ginara
1379,TR79961,198,29/07/2022,P2,3200,3,9600,4,Ginger Candy ,Gita Ginara
1380,TR88479,195,05/08/2022,P2,3200,7,22400,4,Ginger Candy ,Gita Ginara
1381,TR27494,447,08/09/2022,P2,3200,7,22400,4,Ginger Candy ,Gita Ginara
1382,TR75058,412,11/09/2022,P2,3200,4,12800,4,Ginger Candy ,Gita Ginara
1383,TR57531,103,16/09/2022,P2,3200,4,12800,4,Ginger Candy ,Gita Ginara
1384,TR43316,171,09/10/2022,P2,3200,4,12800,4,Ginger Candy ,Gita Ginara
1385,TR73520,38,21/10/2022,P2,3200,3,9600,4,Ginger Candy ,Gita Ginara
1386,TR92831,238,31/10/2022,P2,3200,5,16000,4,Ginger Candy ,Gita Ginara
1387,TR69860,312,27/11/2022,P2,3200,5,16000,4,Ginger Candy ,Gita Ginara
1388,TR6533,290,30/11/2022,P2,3200,7,22400,4,Ginger Candy ,Gita Ginara
1389,TR39449,419,05/12/2022,P2,3200,4,12800,4,Ginger Candy ,Gita Ginara
1390,TR89462,102,16/12/2022,P2,3200,3,9600,4,Ginger Candy ,Gita Ginara
1391,TR99113,311,28/12/2022,P2,3200,5,16000,4,Ginger Candy ,Gita Ginara
1392,TR14185,264,30/12/2022,P2,3200,4,12800,4,Ginger Candy ,Gita Ginara
1393,TR40960,394,11/01/2022,P6,18000,1,18000,4,Cashew,Gita Ginara
1394,TR31647,152,14/02/2022,P6,18000,2,36000,4,Cashew,Gita Ginara
1395,TR27062,263,02/03/2022,P6,18000,3,54000,4,Cashew,Gita Ginara
1396,TR43969,199,02/03/2022,P6,18000,4,72000,4,Cashew,Gita Ginara
1397,TR34567,184,05/04/2022,P6,18000,4,72000,4,Cashew,Gita Ginara
1398,TR32530,304,07/04/2022,P6,18000,1,18000,4,Cashew,Gita Ginara
1399,TR46690,171,09/07/2022,P6,18000,3,54000,4,Cashew,Gita Ginara
1400,TR46023,347,18/07/2022,P6,18000,2,36000,4,Cashew,Gita Ginara
1401,TR14097,14,01/08/2022,P6,18000,2,36000,4,Cashew,Gita Ginara
1402,TR18727,304,09/08/2022,P6,18000,1,18000,4,Cashew,Gita Ginara
1403,TR25951,297,20/08/2022,P6,18000,2,36000,4,Cashew,Gita Ginara
1404,TR91768,160,28/08/2022,P6,18000,1,18000,4,Cashew,Gita Ginara
1405,TR3835,1,18/09/2022,P6,18000,3,54000,4,Cashew,Gita Ginara
1406,TR26678,272,21/09/2022,P6,18000,2,36000,4,Cashew,Gita Ginara
1407,TR29985,445,27/09/2022,P6,18000,4,72000,4,Cashew,Gita Ginara
